Frame, Time (ms)
 1383, 14915.329
 1384, 14929.522
 1385, 14943.093
 1386, 14954.618
 1387, 14971.506
 1388, 14983.205
 1389, 14996.157
 1390, 15006.846
 1391, 15024.060
 1392, 15037.922
 1393, 15046.932
 1394, 15059.295
 1395, 15074.632
 1396, 15087.741
 1397, 15098.583
 1398, 15111.952
 1399, 15128.437
 1400, 15139.464
 1401, 15152.294
 1402, 15171.539
 1403, 15179.624
 1404, 15193.387
 1405, 15206.766
 1406, 15221.730
 1407, 15231.993
 1408, 15245.874
 1409, 15257.594
 1410, 15274.225
 1411, 15287.066
 1412, 15297.291
 1413, 15313.272
 1414, 15327.625
 1415, 15339.647
 1416, 15349.529
 1417, 15363.136
 1418, 15380.956
 1419, 15392.077
 1420, 15403.677
 1421, 15420.652
 1422, 15433.493
 1423, 15449.159
 1424, 15462.346
 1425, 15472.207
 1426, 15483.605
 1427, 15496.235
 1428, 15509.669
 1429, 15527.234
 1430, 15537.399
 1431, 15549.130
 1432, 15562.450
 1433, 15580.601
 1434, 15590.722
 1435, 15603.438
 1436, 15619.448
 1437, 15632.715
 1438, 15645.880
 1439, 15657.688
 1440, 15673.962
 1441, 15686.730
 1442, 15698.929
 1443, 15713.885
 1444, 15735.119
 1445, 15745.179
 1446, 15753.961
 1447, 15770.953
 1448, 15781.306
 1449, 15795.192
 1450, 15808.504
 1451, 15824.413
 1452, 15839.174
 1453, 15849.658
 1454, 15862.928
 1455, 15879.919
 1456, 15892.729
 1457, 15906.260
 1458, 15921.760
 1459, 15935.402
 1460, 15947.088
 1461, 15959.435
 1462, 15977.708
 1463, 15989.422
 1464, 16001.981
 1465, 16015.429
 1466, 16032.682
 1467, 16045.210
 1468, 16056.605
 1469, 16073.638
 1470, 16086.949
 1471, 16099.072
 1472, 16118.215
 1473, 16129.887
 1474, 16142.604
 1475, 16156.779
 1476, 16173.684
 1477, 16185.322
 1478, 16198.264
 1479, 16211.167
 1480, 16228.825
 1481, 16243.231
 1482, 16254.786
 1483, 16271.571
 1484, 16284.947
 1485, 16297.086
 1486, 16312.119
 1487, 16328.337
 1488, 16341.146
 1489, 16354.763
 1490, 16374.322
 1491, 16385.649
 1492, 16397.858
 1493, 16412.233
 1494, 16431.151
 1495, 16443.074
 1496, 16456.734
 1497, 16474.308
 1498, 16487.712
 1499, 16498.764
 1500, 16515.208
 1501, 16529.797
 1502, 16544.541
 1503, 16556.973
 1504, 16575.814
